% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.73	1	1	74	1	87	20	161	0
0.73	1	9	74	1	39	20	161	1
0.73	1	2	74	1	50	20	161	1
0.731	1	6	74	2	91	20	161	0
0.731	1	13	74	2	94	20	161	0
0.731	1	11	74	2	58	20	161	1
0.731	1	10	74	2	63	20	161	1
0.732	1	3	74	3	96	20	161	0
0.732	1	14	74	3	1	20	161	0
0.732	1	8	74	3	71	20	161	1
0.732	1	4	74	3	78	20	161	1
0.733	1	15	74	4	12	20	161	0
0.733	1	5	74	4	20	20	161	0
0.733	1	12	74	4	82	20	161	1
0.733	1	1	74	4	87	20	161	1
0.734	1	7	74	5	29	20	161	0
0.734	1	9	74	5	39	20	161	0
0.734	1	6	74	5	91	20	161	1
0.734	1	13	74	5	94	20	161	1
0.735	1	2	74	6	50	20	161	0
0.735	1	11	74	6	58	20	161	0
0.735	1	3	74	6	96	20	161	1
0.735	1	14	74	6	1	20	161	1
0.736	1	10	74	7	63	20	161	0
0.736	1	8	74	7	71	20	161	0
0.736	1	15	74	7	12	20	161	1
0.736	1	5	74	7	20	20	161	1
0.737	1	4	74	8	78	20	161	0
0.737	1	12	74	8	82	20	161	0
0.737	1	7	74	8	29	20	161	1
0.737	1	9	74	8	39	20	161	1
0.738	1	1	74	9	87	20	161	0
0.738	1	6	74	9	91	20	161	0
0.738	1	2	74	9	50	20	161	1
0.738	1	11	74	9	58	20	161	1
0.739	1	13	74	10	94	20	161	0
0.739	1	3	74	10	96	20	161	0
0.739	1	10	74	10	63	20	161	1
0.739	1	8	74	10	71	20	161	1
0.74	1	14	75	1	1	20	161	0
0.74	1	15	75	1	12	20	161	0
0.74	1	4	75	1	78	20	161	1
0.74	1	12	75	1	82	20	161	1
0.741	1	5	75	2	20	20	161	0
0.741	1	7	75	2	29	20	161	0
0.741	1	1	75	2	87	20	161	1
0.741	1	6	75	2	91	20	161	1
0.742	1	9	75	3	39	20	161	0
0.742	1	2	75	3	50	20	161	0
0.742	1	13	75	3	94	20	161	1
0.742	1	3	75	3	96	20	161	1
0.743	1	11	75	4	58	20	161	0
0.743	1	10	75	4	63	20	161	0
0.743	1	14	75	4	1	20	161	1
0.743	1	15	75	4	12	20	161	1
0.744	1	8	75	5	71	20	161	0
0.744	1	4	75	5	78	20	161	0
0.744	1	5	75	5	20	20	161	1
0.744	1	7	75	5	29	20	161	1
0.745	1	12	75	6	82	20	161	0
0.745	1	1	75	6	87	20	161	0
0.745	1	9	75	6	39	20	161	1
0.745	1	2	75	6	50	20	161	1
0.746	1	6	75	7	91	20	161	0
0.746	1	13	75	7	94	20	161	0
0.746	1	11	75	7	58	20	161	1
0.746	1	10	75	7	63	20	161	1
0.747	1	3	75	8	96	20	161	0
0.747	1	14	75	8	1	20	161	0
0.747	1	8	75	8	71	20	161	1
0.747	1	4	75	8	78	20	161	1
0.748	1	15	75	9	12	20	161	0
0.748	1	5	75	9	20	20	161	0
0.748	1	12	75	9	82	20	161	1
0.748	1	1	75	9	87	20	161	1
0.749	1	7	75	10	29	20	161	0
0.749	1	9	75	10	39	20	161	0
0.749	1	6	75	10	91	20	161	1
0.749	1	13	75	10	94	20	161	1
0.75	1	2	76	1	50	20	161	0
0.75	1	11	76	1	58	20	161	0
0.75	1	3	76	1	96	20	161	1
0.75	1	14	76	1	1	20	161	1
0.751	1	10	76	2	63	20	161	0
0.751	1	8	76	2	71	20	161	0
0.751	1	15	76	2	12	20	161	1
0.751	1	5	76	2	20	20	161	1
0.752	1	4	76	3	78	20	161	0
0.752	1	12	76	3	82	20	161	0
0.752	1	7	76	3	29	20	161	1
0.752	1	9	76	3	39	20	161	1
0.753	1	1	76	4	87	20	161	0
0.753	1	6	76	4	91	20	161	0
0.753	1	2	76	4	50	20	161	1
0.753	1	11	76	4	58	20	161	1
0.754	1	13	76	5	94	20	161	0
0.754	1	3	76	5	96	20	161	0
0.754	1	10	76	5	63	20	161	1
0.754	1	8	76	5	71	20	161	1
0.755	1	14	76	6	1	20	161	0
0.755	1	15	76	6	12	20	161	0
0.755	1	4	76	6	78	20	161	1
0.755	1	12	76	6	82	20	161	1
0.756	1	5	76	7	20	20	161	0
0.756	1	7	76	7	29	20	161	0
0.756	1	1	76	7	87	20	161	1
0.756	1	6	76	7	91	20	161	1
0.757	1	9	76	8	39	20	161	0
0.757	1	2	76	8	50	20	161	0
0.757	1	13	76	8	94	20	161	1
0.757	1	3	76	8	96	20	161	1
0.758	1	11	76	9	58	20	161	0
0.758	1	10	76	9	63	20	161	0
0.758	1	14	76	9	1	20	161	1
0.758	1	15	76	9	12	20	161	1
0.759	1	8	76	10	71	20	161	0
0.759	1	4	76	10	78	20	161	0
0.759	1	5	76	10	20	20	161	1
0.759	1	7	76	10	29	20	161	1
0.76	1	12	77	1	82	20	161	0
0.76	1	1	77	1	87	20	161	0
0.76	1	9	77	1	39	20	161	1
0.76	1	2	77	1	50	20	161	1
0.761	1	6	77	2	91	20	161	0
0.761	1	13	77	2	94	20	161	0
0.761	1	11	77	2	58	20	161	1
0.761	1	10	77	2	63	20	161	1
0.762	1	3	77	3	96	20	161	0
0.762	1	14	77	3	1	20	161	0
0.762	1	8	77	3	71	20	161	1
0.762	1	4	77	3	78	20	161	1
0.763	1	15	77	4	12	20	161	0
0.763	1	5	77	4	20	20	161	0
0.763	1	12	77	4	82	20	161	1
0.763	1	1	77	4	87	20	161	1
0.764	1	7	77	5	29	20	161	0
0.764	1	9	77	5	39	20	161	0
0.764	1	6	77	5	91	20	161	1
0.764	1	13	77	5	94	20	161	1
0.765	1	2	77	6	50	20	161	0
0.765	1	11	77	6	58	20	161	0
0.765	1	3	77	6	96	20	161	1
0.765	1	14	77	6	1	20	161	1
0.766	1	10	77	7	63	20	161	0
0.766	1	8	77	7	71	20	161	0
0.766	1	15	77	7	12	20	161	1
0.766	1	5	77	7	20	20	161	1
0.767	1	4	77	8	78	20	161	0
0.767	1	12	77	8	82	20	161	0
0.767	1	7	77	8	29	20	161	1
0.767	1	9	77	8	39	20	161	1
0.768	1	1	77	9	87	20	161	0
0.768	1	6	77	9	91	20	161	0
0.768	1	2	77	9	50	20	161	1
0.768	1	11	77	9	58	20	161	1
0.769	1	13	77	10	94	20	161	0
0.769	1	3	77	10	96	20	161	0
0.769	1	10	77	10	63	20	161	1
0.769	1	8	77	10	71	20	161	1
0.77	1	14	78	1	1	20	161	0
0.77	1	15	78	1	12	20	161	0
0.77	1	4	78	1	78	20	161	1
0.77	1	12	78	1	82	20	161	1
1.633	2	1	164	4	1	0	85	0
0.771	1	5	78	2	20	20	161	0
0.771	1	7	78	2	29	20	161	0
0.771	1	1	78	2	87	20	161	1
0.771	1	6	78	2	91	20	161	1
0.772	1	9	78	3	39	20	161	0
0.772	1	2	78	3	50	20	161	0
0.772	1	13	78	3	94	20	161	1
0.772	1	3	78	3	96	20	161	1
0.773	1	11	78	4	58	20	161	0
0.773	1	10	78	4	63	20	161	0
0.773	1	14	78	4	1	20	161	1
0.773	1	15	78	4	12	20	161	1
1.649	2	1	165	10	1	28	2292	0
1.65	2	1	166	1	1	28	2292	0
1.651	2	1	166	2	1	28	2292	0
1.652	2	1	166	3	1	28	2292	0
0.774	1	8	78	5	71	20	161	0
0.774	1	4	78	5	78	20	161	0
1.653	2	1	166	4	1	28	2292	0
0.774	1	5	78	5	20	20	161	1
0.774	1	7	78	5	29	20	161	1
1.654	2	1	166	5	1	28	2292	0
1.655	2	1	166	6	1	28	2292	0
1.656	2	1	166	7	1	28	2292	0
1.657	2	1	166	8	1	28	2292	0
1.658	2	1	166	9	1	28	2292	0
0.775	1	12	78	6	82	20	161	0
0.775	1	1	78	6	87	20	161	0
0.775	1	9	78	6	39	20	161	1
0.775	1	2	78	6	50	20	161	1
1.659	2	1	166	10	1	28	2292	0
1.66	2	1	167	1	1	28	2292	0
0.776	1	6	78	7	91	20	161	0
1.661	2	1	167	2	1	28	2292	0
0.776	1	13	78	7	94	20	161	0
0.776	1	11	78	7	58	20	161	1
0.776	1	10	78	7	63	20	161	1
1.662	2	1	167	3	1	28	2292	0
1.663	2	1	167	4	1	28	2292	0
1.664	2	1	167	5	1	28	2292	0
1.665	2	1	167	6	1	28	2292	0
0.777	1	3	78	8	96	20	161	0
0.777	1	14	78	8	1	20	161	0
0.777	1	8	78	8	71	20	161	1
0.777	1	4	78	8	78	20	161	1
1.666	2	1	167	7	1	28	2292	0
1.667	2	1	167	8	1	28	2292	0
0.778	1	15	78	9	12	20	161	0
0.778	1	5	78	9	20	20	161	0
1.668	2	1	167	9	1	28	2292	0
0.778	1	12	78	9	82	20	161	1
0.778	1	1	78	9	87	20	161	1
1.669	2	1	167	10	1	28	2292	0
1.67	2	1	168	1	1	28	2292	0
1.671	2	1	168	2	1	28	2292	0
0.779	1	7	78	10	29	20	161	0
0.779	1	9	78	10	39	20	161	0
1.672	2	1	168	3	1	28	2292	0
0.779	1	6	78	10	91	20	161	1
0.779	1	13	78	10	94	20	161	1
1.673	2	1	168	4	1	28	2292	0
1.674	2	1	168	5	1	28	2292	0
1.675	2	1	168	6	1	28	2292	0
0.78	1	2	79	1	50	20	161	0
0.78	1	11	79	1	58	20	161	0
0.78	1	3	79	1	96	20	161	1
0.78	1	14	79	1	1	20	161	1
1.676	2	1	168	7	1	28	2292	0
1.677	2	1	168	8	1	28	2292	0
1.678	2	1	168	9	1	28	2292	0
1.679	2	1	168	10	1	28	2292	0
0.781	1	10	79	2	63	20	161	0
0.781	1	8	79	2	71	20	161	0
0.781	1	15	79	2	12	20	161	1
0.781	1	5	79	2	20	20	161	1
1.68	2	1	169	1	1	28	2292	0
1.681	2	1	169	2	1	28	2292	0
0.782	1	4	79	3	78	20	161	0
0.782	1	12	79	3	82	20	161	0
0.782	1	7	79	3	29	20	161	1
0.782	1	9	79	3	39	20	161	1
1.682	2	1	169	3	1	28	2292	0
1.683	2	1	169	4	1	28	2292	0
1.684	2	1	169	5	1	28	2292	0
1.685	2	1	169	6	1	28	2292	0
0.783	1	1	79	4	87	20	161	0
0.783	1	6	79	4	91	20	161	0
0.783	1	2	79	4	50	20	161	1
0.783	1	11	79	4	58	20	161	1
1.686	2	1	169	7	1	28	2292	0
1.687	2	1	169	8	1	28	2292	0
0.784	1	13	79	5	94	20	161	0
0.784	1	3	79	5	96	20	161	0
1.688	2	1	169	9	1	28	2292	0
0.784	1	10	79	5	63	20	161	1
0.784	1	8	79	5	71	20	161	1
1.689	2	1	169	10	1	28	2292	0
1.69	2	1	170	1	1	28	2292	0
1.691	2	1	170	2	1	28	2292	0
0.785	1	14	79	6	1	20	161	0
0.785	1	15	79	6	12	20	161	0
0.785	1	4	79	6	78	20	161	1
0.785	1	12	79	6	82	20	161	1
1.692	2	1	170	3	1	28	2292	0
1.693	2	1	170	4	1	28	2292	0
0.786	1	5	79	7	20	20	161	0
0.786	1	7	79	7	29	20	161	0
0.786	1	1	79	7	87	20	161	1
1.694	2	1	170	5	1	28	2292	0
0.786	1	6	79	7	91	20	161	1
1.695	2	1	170	6	1	28	2292	0
1.696	2	1	170	7	1	28	2292	0
1.697	2	1	170	8	1	28	2292	0
0.787	1	9	79	8	39	20	161	0
0.787	1	2	79	8	50	20	161	0
1.698	2	1	170	9	1	28	2292	0
0.787	1	13	79	8	94	20	161	1
0.787	1	3	79	8	96	20	161	1
1.699	2	1	170	10	1	28	2292	0
1.7	2	1	171	1	1	28	2292	0
0.788	1	11	79	9	58	20	161	0
0.788	1	10	79	9	63	20	161	0
0.788	1	14	79	9	1	20	161	1
0.788	1	15	79	9	12	20	161	1
1.701	2	1	171	2	1	28	2292	0
1.702	2	1	171	3	1	28	2292	0
1.703	2	1	171	4	1	28	2292	0
1.704	2	1	171	5	1	28	2292	0
1.705	2	1	171	6	1	28	2292	0
0.789	1	8	79	10	71	20	161	0
0.789	1	4	79	10	78	20	161	0
0.789	1	5	79	10	20	20	161	1
0.789	1	7	79	10	29	20	161	1
1.706	2	1	171	7	1	28	2292	0
0.79	1	12	80	1	82	20	161	0
0.79	1	1	80	1	87	20	161	0
1.707	2	1	171	8	1	28	2292	0
0.79	1	9	80	1	39	20	161	1
0.79	1	2	80	1	50	20	161	1
1.708	2	1	171	9	1	28	2292	0
1.709	2	1	171	10	1	28	2292	0
0.791	1	6	80	2	91	20	161	0
0.791	1	13	80	2	94	20	161	0
0.791	1	11	80	2	58	20	161	1
0.791	1	10	80	2	63	20	161	1
1.71	2	1	172	1	1	28	2292	0
1.711	2	1	172	2	1	28	2292	0
0.792	1	3	80	3	96	20	161	0
0.792	1	14	80	3	1	20	161	0
0.792	1	8	80	3	71	20	161	1
0.792	1	4	80	3	78	20	161	1
1.712	2	1	172	3	1	28	2292	0
1.713	2	1	172	4	1	28	2292	0
0.793	1	15	80	4	12	20	161	0
0.793	1	5	80	4	20	20	161	0
0.793	1	12	80	4	82	20	161	1
0.793	1	1	80	4	87	20	161	1
1.714	2	1	172	5	1	28	2292	0
1.715	2	1	172	6	1	28	2292	0
0.794	1	7	80	5	29	20	161	0
0.794	1	9	80	5	39	20	161	0
0.794	1	6	80	5	91	20	161	1
0.794	1	13	80	5	94	20	161	1
1.716	2	1	172	7	1	28	2292	0
1.717	2	1	172	8	1	28	2292	0
0.795	1	2	80	6	50	20	161	0
0.795	1	11	80	6	58	20	161	0
1.718	2	1	172	9	1	28	2292	0
0.795	1	3	80	6	96	20	161	1
0.795	1	14	80	6	1	20	161	1
1.719	2	1	172	10	1	28	2292	0
0.796	1	10	80	7	63	20	161	0
0.796	1	8	80	7	71	20	161	0
1.72	2	1	173	1	1	28	2292	0
0.796	1	15	80	7	12	20	161	1
0.796	1	5	80	7	20	20	161	1
1.721	2	1	173	2	1	28	2292	0
1.722	2	1	173	3	1	28	2292	0
1.723	2	1	173	4	1	28	2292	0
0.797	1	4	80	8	78	20	161	0
0.797	1	12	80	8	82	20	161	0
0.797	1	7	80	8	29	20	161	1
0.797	1	9	80	8	39	20	161	1
1.724	2	1	173	5	1	28	2292	0
1.725	2	1	173	6	1	28	2292	0
1.726	2	1	173	7	1	28	2292	0
0.798	1	1	80	9	87	20	161	0
0.798	1	6	80	9	91	20	161	0
0.798	1	2	80	9	50	20	161	1
0.798	1	11	80	9	58	20	161	1
1.727	2	1	173	8	1	28	2292	0
1.728	2	1	173	9	1	28	2292	0
1.729	2	1	173	10	1	28	2292	0
0.799	1	13	80	10	94	20	161	0
0.799	1	3	80	10	96	20	161	0
1.73	2	1	174	1	1	28	2292	0
0.799	1	10	80	10	63	20	161	1
0.799	1	8	80	10	71	20	161	1
1.731	2	1	174	2	1	28	2292	0
1.732	2	1	174	3	1	28	2292	0
0.8	1	14	81	1	1	20	161	0
0.8	1	15	81	1	12	20	161	0
0.8	1	4	81	1	78	20	161	1
0.8	1	12	81	1	82	20	161	1
1.733	2	1	174	4	1	28	2292	0
1.734	2	1	174	5	1	28	2292	0
0.801	1	5	81	2	20	20	161	0
0.801	1	7	81	2	29	20	161	0
0.801	1	1	81	2	87	20	161	1
0.801	1	6	81	2	91	20	161	1
1.735	2	1	174	6	1	28	2292	0
1.736	2	1	174	7	1	28	2292	0
0.802	1	9	81	3	39	20	161	0
0.802	1	2	81	3	50	20	161	0
0.802	1	13	81	3	94	20	161	1
0.802	1	3	81	3	96	20	161	1
1.737	2	1	174	8	1	28	2292	0
1.738	2	1	174	9	1	28	2292	0
1.739	2	1	174	10	1	28	2292	0
0.803	1	11	81	4	58	20	161	0
0.803	1	10	81	4	63	20	161	0
0.803	1	14	81	4	1	20	161	1
0.803	1	15	81	4	12	20	161	1
1.74	2	1	175	1	1	28	2292	0
0.804	1	8	81	5	71	20	161	0
0.804	1	4	81	5	78	20	161	0
0.804	1	5	81	5	20	20	161	1
0.804	1	7	81	5	29	20	161	1
1.741	2	1	175	2	1	28	2292	0
1.742	2	1	175	3	1	28	2292	0
1.743	2	1	175	4	1	28	2292	0
0.805	1	12	81	6	82	20	161	0
0.805	1	1	81	6	87	20	161	0
0.805	1	9	81	6	39	20	161	1
0.805	1	2	81	6	50	20	161	1
1.744	2	1	175	5	1	28	2292	0
0.806	1	6	81	7	91	20	161	0
0.806	1	13	81	7	94	20	161	0
0.806	1	11	81	7	58	20	161	1
0.806	1	10	81	7	63	20	161	1
1.745	2	1	175	6	1	28	2292	0
1.746	2	1	175	7	1	28	2292	0
1.747	2	1	175	8	1	28	2292	0
1.748	2	1	175	9	1	28	2292	0
0.807	1	3	81	8	96	20	161	0
0.807	1	14	81	8	1	20	161	0
0.807	1	8	81	8	71	20	161	1
0.807	1	4	81	8	78	20	161	1
1.749	2	1	175	10	1	28	2292	0
0.808	1	15	81	9	12	20	161	0
0.808	1	5	81	9	20	20	161	0
0.808	1	12	81	9	82	20	161	1
0.808	1	1	81	9	87	20	161	1
1.75	2	1	176	1	1	28	2292	0
1.751	2	1	176	2	1	28	2292	0
1.752	2	1	176	3	1	28	2292	0
0.809	1	7	81	10	29	20	161	0
0.809	1	9	81	10	39	20	161	0
0.809	1	6	81	10	91	20	161	1
0.809	1	13	81	10	94	20	161	1
1.753	2	1	176	4	1	28	2292	0
1.754	2	1	176	5	1	28	2292	0
0.81	1	2	82	1	50	20	161	0
0.81	1	11	82	1	58	20	161	0
0.81	1	3	82	1	96	20	161	1
0.81	1	14	82	1	1	20	161	1
1.755	2	1	176	6	1	28	2292	0
0.811	1	10	82	2	63	20	161	0
0.811	1	8	82	2	71	20	161	0
1.756	2	1	176	7	1	28	2292	0
0.811	1	15	82	2	12	20	161	1
0.811	1	5	82	2	20	20	161	1
1.757	2	1	176	8	1	28	2292	0
0.812	1	4	82	3	78	20	161	0
0.812	1	12	82	3	82	20	161	0
0.812	1	7	82	3	29	20	161	1
0.812	1	9	82	3	39	20	161	1
1.758	2	1	176	9	1	28	2292	0
1.759	2	1	176	10	1	28	2292	0
1.76	2	1	177	1	1	28	2292	0
0.813	1	1	82	4	87	20	161	0
0.813	1	6	82	4	91	20	161	0
0.813	1	2	82	4	50	20	161	1
0.813	1	11	82	4	58	20	161	1
1.761	2	1	177	2	1	28	2292	0
0.814	1	13	82	5	94	20	161	0
0.814	1	3	82	5	96	20	161	0
1.762	2	1	177	3	1	28	2292	0
0.814	1	10	82	5	63	20	161	1
0.814	1	8	82	5	71	20	161	1
1.763	2	1	177	4	1	28	2292	0
0.815	1	14	82	6	1	20	161	0
0.815	1	15	82	6	12	20	161	0
1.764	2	1	177	5	1	28	2292	0
0.815	1	4	82	6	78	20	161	1
0.815	1	12	82	6	82	20	161	1
1.765	2	1	177	6	1	28	2292	0
1.766	2	1	177	7	1	28	2292	0
0.816	1	5	82	7	20	20	161	0
0.816	1	7	82	7	29	20	161	0
0.816	1	1	82	7	87	20	161	1
0.816	1	6	82	7	91	20	161	1
1.767	2	1	177	8	1	28	2292	0
1.768	2	1	177	9	1	28	2292	0
0.817	1	9	82	8	39	20	161	0
0.817	1	2	82	8	50	20	161	0
0.817	1	13	82	8	94	20	161	1
0.817	1	3	82	8	96	20	161	1
1.769	2	1	177	10	1	28	2292	0
0.818	1	11	82	9	58	20	161	0
0.818	1	10	82	9	63	20	161	0
1.77	2	1	178	1	1	28	2292	0
0.818	1	14	82	9	1	20	161	1
0.818	1	15	82	9	12	20	161	1
1.771	2	1	178	2	1	28	2292	0
1.772	2	1	178	3	1	28	2292	0
1.773	2	1	178	4	1	28	2292	0
0.819	1	8	82	10	71	20	161	0
0.819	1	4	82	10	78	20	161	0
0.819	1	5	82	10	20	20	161	1
0.819	1	7	82	10	29	20	161	1
1.774	2	1	178	5	1	28	2292	0
1.775	2	1	178	6	1	28	2292	0
0.82	1	12	83	1	82	20	161	0
0.82	1	1	83	1	87	20	161	0
0.82	1	9	83	1	39	20	161	1
0.82	1	2	83	1	50	20	161	1
1.776	2	1	178	7	1	28	2292	0
1.777	2	1	178	8	1	28	2292	0
1.778	2	1	178	9	1	28	2292	0
0.821	1	6	83	2	91	20	161	0
0.821	1	13	83	2	94	20	161	0
0.821	1	11	83	2	58	20	161	1
0.821	1	10	83	2	63	20	161	1
1.779	2	1	178	10	1	28	2292	0
0.822	1	3	83	3	96	20	161	0
0.822	1	14	83	3	1	20	161	0
1.78	2	1	179	1	1	28	2292	0
0.822	1	8	83	3	71	20	161	1
0.822	1	4	83	3	78	20	161	1
1.781	2	1	179	2	1	28	2292	0
1.782	2	1	179	3	1	28	2292	0
0.823	1	15	83	4	12	20	161	0
0.823	1	5	83	4	20	20	161	0
1.783	2	1	179	4	1	28	2292	0
0.823	1	12	83	4	82	20	161	1
0.823	1	1	83	4	87	20	161	1
1.784	2	1	179	5	1	28	2292	0
0.824	1	7	83	5	29	20	161	0
0.824	1	9	83	5	39	20	161	0
0.824	1	6	83	5	91	20	161	1
0.824	1	13	83	5	94	20	161	1
1.785	2	1	179	6	1	28	2292	0
1.786	2	1	179	7	1	28	2292	0
1.787	2	1	179	8	1	28	2292	0
0.825	1	2	83	6	50	20	161	0
0.825	1	11	83	6	58	20	161	0
0.825	1	3	83	6	96	20	161	1
0.825	1	14	83	6	1	20	161	1
1.788	2	1	179	9	1	28	2292	0
1.789	2	1	179	10	1	28	2292	0
0.826	1	10	83	7	63	20	161	0
0.826	1	8	83	7	71	20	161	0
0.826	1	15	83	7	12	20	161	1
0.826	1	5	83	7	20	20	161	1
1.79	2	1	180	1	1	28	2292	0
1.791	2	1	180	2	1	28	2292	0
1.792	2	1	180	3	1	28	2292	0
0.827	1	4	83	8	78	20	161	0
0.827	1	12	83	8	82	20	161	0
0.827	1	7	83	8	29	20	161	1
0.827	1	9	83	8	39	20	161	1
1.793	2	1	180	4	1	28	2292	0
0.828	1	1	83	9	87	20	161	0
0.828	1	6	83	9	91	20	161	0
1.794	2	1	180	5	1	28	2292	0
0.828	1	2	83	9	50	20	161	1
0.828	1	11	83	9	58	20	161	1
1.795	2	1	180	6	1	28	2292	0
1.796	2	1	180	7	1	28	2292	0
0.829	1	13	83	10	94	20	161	0
0.829	1	3	83	10	96	20	161	0
1.797	2	1	180	8	1	28	2292	0
0.829	1	10	83	10	63	20	161	1
0.829	1	8	83	10	71	20	161	1
1.798	2	1	180	9	1	28	2292	0
0.83	1	14	84	1	1	20	161	0
0.83	1	15	84	1	12	20	161	0
0.83	1	4	84	1	78	20	161	1
0.83	1	12	84	1	82	20	161	1
1.799	2	1	180	10	1	28	2292	0
1.8	2	1	181	1	1	28	2292	0
1.801	2	1	181	2	1	28	2292	0
0.831	1	5	84	2	20	20	161	0
0.831	1	7	84	2	29	20	161	0
0.831	1	1	84	2	87	20	161	1
0.831	1	6	84	2	91	20	161	1
1.802	2	1	181	3	1	28	2292	0
1.803	2	1	181	4	1	28	2292	0
0.832	1	9	84	3	39	20	161	0
0.832	1	2	84	3	50	20	161	0
0.832	1	13	84	3	94	20	161	1
0.832	1	3	84	3	96	20	161	1
1.804	2	1	181	5	1	28	2292	0
1.805	2	1	181	6	1	28	2292	0
0.833	1	11	84	4	58	20	161	0
0.833	1	10	84	4	63	20	161	0
0.833	1	14	84	4	1	20	161	1
0.833	1	15	84	4	12	20	161	1
1.806	2	1	181	7	1	28	2292	0
1.807	2	1	181	8	1	28	2292	0
0.834	1	8	84	5	71	20	161	0
0.834	1	4	84	5	78	20	161	0
0.834	1	5	84	5	20	20	161	1
0.834	1	7	84	5	29	20	161	1
1.808	2	1	181	9	1	28	2292	0
1.809	2	1	181	10	1	28	2292	0
1.81	2	1	182	1	1	28	2292	0
0.835	1	12	84	6	82	20	161	0
0.835	1	1	84	6	87	20	161	0
0.835	1	9	84	6	39	20	161	1
0.835	1	2	84	6	50	20	161	1
1.811	2	1	182	2	1	28	2292	0
1.812	2	1	182	3	1	28	2292	0
0.836	1	6	84	7	91	20	161	0
0.836	1	13	84	7	94	20	161	0
0.836	1	11	84	7	58	20	161	1
0.836	1	10	84	7	63	20	161	1
1.813	2	1	182	4	1	28	2292	0
1.814	2	1	182	5	1	28	2292	0
1.815	2	1	182	6	1	28	2292	0
0.837	1	3	84	8	96	20	161	0
0.837	1	14	84	8	1	20	161	0
0.837	1	8	84	8	71	20	161	1
0.837	1	4	84	8	78	20	161	1
1.816	2	1	182	7	1	28	2292	0
1.817	2	1	182	8	1	28	2292	0
0.838	1	15	84	9	12	20	161	0
0.838	1	5	84	9	20	20	161	0
0.838	1	12	84	9	82	20	161	1
0.838	1	1	84	9	87	20	161	1
1.818	2	1	182	9	1	28	2292	0
1.819	2	1	182	10	1	28	2292	0
1.82	2	1	183	1	1	28	2292	0
0.839	1	7	84	10	29	20	161	0
0.839	1	9	84	10	39	20	161	0
0.839	1	6	84	10	91	20	161	1
0.839	1	13	84	10	94	20	161	1
1.821	2	1	183	2	1	28	2292	0
0.84	1	2	85	1	50	20	161	0
0.84	1	11	85	1	58	20	161	0
0.84	1	3	85	1	96	20	161	1
0.84	1	14	85	1	1	20	161	1
1.822	2	1	183	3	1	28	2292	0
1.823	2	1	183	4	1	28	2292	0
1.824	2	1	183	5	1	28	2292	0
0.841	1	10	85	2	63	20	161	0
0.841	1	8	85	2	71	20	161	0
0.841	1	15	85	2	12	20	161	1
0.841	1	5	85	2	20	20	161	1
1.825	2	1	183	6	1	28	2292	0
0.842	1	4	85	3	78	20	161	0
0.842	1	12	85	3	82	20	161	0
1.826	2	1	183	7	1	28	2292	0
0.842	1	7	85	3	29	20	161	1
0.842	1	9	85	3	39	20	161	1
1.827	2	1	183	8	1	28	2292	0
1.828	2	1	183	9	1	28	2292	0
0.843	1	1	85	4	87	20	161	0
0.843	1	6	85	4	91	20	161	0
0.843	1	2	85	4	50	20	161	1
0.843	1	11	85	4	58	20	161	1
1.829	2	1	183	10	1	28	2292	0
1.83	2	1	184	1	1	28	2292	0
0.844	1	13	85	5	94	20	161	0
1.831	2	1	184	2	1	28	2292	0
0.844	1	3	85	5	96	20	161	0
0.844	1	10	85	5	63	20	161	1
0.844	1	8	85	5	71	20	161	1
1.832	2	1	184	3	1	28	2292	0
1.833	2	1	184	4	1	28	2292	0
0.845	1	14	85	6	1	20	161	0
0.845	1	15	85	6	12	20	161	0
0.845	1	4	85	6	78	20	161	1
0.845	1	12	85	6	82	20	161	1
1.834	2	1	184	5	1	28	2292	0
1.835	2	1	184	6	1	28	2292	0
0.846	1	5	85	7	20	20	161	0
0.846	1	7	85	7	29	20	161	0
0.846	1	1	85	7	87	20	161	1
0.846	1	6	85	7	91	20	161	1
1.836	2	1	184	7	1	28	2292	0
1.837	2	1	184	8	1	28	2292	0
1.838	2	1	184	9	1	28	2292	0
0.847	1	9	85	8	39	20	161	0
0.847	1	2	85	8	50	20	161	0
0.847	1	13	85	8	94	20	161	1
0.847	1	3	85	8	96	20	161	1
1.839	2	1	184	10	1	28	2292	0
0.848	1	11	85	9	58	20	161	0
0.848	1	10	85	9	63	20	161	0
1.84	2	1	185	1	1	28	2292	0
0.848	1	14	85	9	1	20	161	1
0.848	1	15	85	9	12	20	161	1
1.841	2	1	185	2	1	28	2292	0
1.842	2	1	185	3	1	28	2292	0
0.849	1	8	85	10	71	20	161	0
0.849	1	4	85	10	78	20	161	0
0.849	1	5	85	10	20	20	161	1
0.849	1	7	85	10	29	20	161	1
1.843	2	1	185	4	1	28	2292	0
1.844	2	1	185	5	1	28	2292	0
0.85	1	12	86	1	82	20	161	0
0.85	1	1	86	1	87	20	161	0
0.85	1	9	86	1	39	20	161	1
0.85	1	2	86	1	50	20	161	1
1.845	2	1	185	6	1	28	2292	0
1.846	2	1	185	7	1	28	2292	0
1.847	2	1	185	8	1	28	2292	0
0.851	1	6	86	2	91	20	161	0
0.851	1	13	86	2	94	20	161	0
0.851	1	11	86	2	58	20	161	1
0.851	1	10	86	2	63	20	161	1
1.848	2	1	185	9	1	28	2292	0
