% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.687	2	1	169	8	1	28	2196	0	0	0
0.784	1	3	79	5	96	28	549	0	0	0
1.688	2	1	169	9	1	28	2196	0	0	0
0.784	1	3	79	5	96	28	549	0	0	1
1.689	2	1	169	10	1	28	2196	0	0	0
1.69	2	1	170	1	1	28	2196	0	0	0
1.691	2	1	170	2	1	28	2196	0	0	0
0.785	1	8	79	6	71	28	549	0	0	0
0.785	1	8	79	6	71	28	549	0	0	1
1.692	2	1	170	3	1	28	2196	0	0	0
1.693	2	1	170	4	1	28	2196	0	0	0
0.786	1	7	79	7	29	28	549	0	0	0
0.786	1	7	79	7	29	28	549	0	0	1
1.694	2	1	170	5	1	28	2196	0	0	0
1.695	2	1	170	6	1	28	2196	0	0	0
1.696	2	1	170	7	1	28	2196	0	0	0
1.697	2	1	170	8	1	28	2196	0	0	0
0.787	1	4	79	8	78	28	549	0	0	0
1.698	2	1	170	9	1	28	2196	0	0	0
0.787	1	4	79	8	78	28	549	0	0	1
1.699	2	1	170	10	1	28	2196	0	0	0
1.7	2	1	171	1	1	28	2196	0	0	0
0.788	1	9	79	9	39	28	549	0	0	0
0.788	1	9	79	9	39	28	549	0	0	1
1.701	2	1	171	2	1	28	2196	0	0	0
1.702	2	1	171	3	1	28	2196	0	0	0
1.703	2	1	171	4	1	28	2196	0	0	0
1.704	2	1	171	5	1	28	2196	0	0	0
1.705	2	1	171	6	1	28	2196	0	0	0
0.789	1	12	79	10	82	28	549	0	0	0
0.789	1	12	79	10	82	28	549	0	0	1
1.706	2	1	171	7	1	28	2196	0	0	0
0.79	1	2	80	1	50	28	549	0	0	0
1.707	2	1	171	8	1	28	2196	0	0	0
0.79	1	2	80	1	50	28	549	0	0	1
1.708	2	1	171	9	1	28	2196	0	0	0
1.709	2	1	171	10	1	28	2196	0	0	0
0.791	1	14	80	2	1	28	549	0	0	0
0.791	1	14	80	2	1	28	549	0	0	1
1.71	2	1	172	1	1	28	2196	0	0	0
1.711	2	1	172	2	1	28	2196	0	0	0
0.792	1	1	80	3	87	28	549	0	0	0
0.792	1	1	80	3	87	28	549	0	0	1
1.712	2	1	172	3	1	28	2196	0	0	0
1.713	2	1	172	4	1	28	2196	0	0	0
0.793	1	11	80	4	58	28	549	0	0	0
0.793	1	11	80	4	58	28	549	0	0	1
1.714	2	1	172	5	1	28	2196	0	0	0
1.715	2	1	172	6	1	28	2196	0	0	0
0.794	1	15	80	5	12	28	549	0	0	0
0.794	1	15	80	5	12	28	549	0	0	1
1.716	2	1	172	7	1	28	2196	0	0	0
1.717	2	1	172	8	1	28	2196	0	0	0
0.795	1	6	80	6	91	28	549	0	0	0
1.718	2	1	172	9	1	28	2196	0	0	0
0.795	1	6	80	6	91	28	549	0	0	1
1.719	2	1	172	10	1	28	2196	0	0	0
0.796	1	10	80	7	63	28	549	0	0	0
1.72	2	1	173	1	1	28	2196	0	0	0
0.796	1	10	80	7	63	28	549	0	0	1
1.721	2	1	173	2	1	28	2196	0	0	0
1.722	2	1	173	3	1	28	2196	0	0	0
1.723	2	1	173	4	1	28	2196	0	0	0
0.797	1	5	80	8	20	28	549	0	0	0
0.797	1	5	80	8	20	28	549	0	0	1
1.724	2	1	173	5	1	28	2196	0	0	0
1.725	2	1	173	6	1	28	2196	0	0	0
1.726	2	1	173	7	1	28	2196	0	0	0
0.798	1	13	80	9	94	28	549	0	0	0
0.798	1	13	80	9	94	28	549	0	0	1
1.727	2	1	173	8	1	28	2196	0	0	0
1.728	2	1	173	9	1	28	2196	0	0	0
1.729	2	1	173	10	1	28	2196	0	0	0
0.799	1	3	80	10	96	28	549	0	0	0
1.73	2	1	174	1	1	28	2196	0	0	0
0.799	1	3	80	10	96	28	549	0	0	1
1.731	2	1	174	2	1	28	2196	0	0	0
1.732	2	1	174	3	1	28	2196	0	0	0
0.8	1	8	81	1	71	28	549	0	0	0
0.8	1	8	81	1	71	28	549	0	0	1
1.733	2	1	174	4	1	28	2196	0	0	0
1.734	2	1	174	5	1	28	2196	0	0	0
0.801	1	7	81	2	29	28	549	0	0	0
0.801	1	7	81	2	29	28	549	0	0	1
1.735	2	1	174	6	1	28	2196	0	0	0
1.736	2	1	174	7	1	28	2196	0	0	0
0.802	1	4	81	3	78	28	549	0	0	0
0.802	1	4	81	3	78	28	549	0	0	1
1.737	2	1	174	8	1	28	2196	0	0	0
1.738	2	1	174	9	1	28	2196	0	0	0
0.803	1	9	81	4	39	28	549	0	0	0
1.739	2	1	174	10	1	28	2196	0	0	0
0.803	1	9	81	4	39	28	549	0	0	1
1.74	2	1	175	1	1	28	2196	0	0	0
0.804	1	12	81	5	82	28	549	0	0	0
0.804	1	12	81	5	82	28	549	0	0	1
1.741	2	1	175	2	1	28	2196	0	0	0
1.742	2	1	175	3	1	28	2196	0	0	0
1.743	2	1	175	4	1	28	2196	0	0	0
0.805	1	2	81	6	50	28	549	0	0	0
0.805	1	2	81	6	50	28	549	0	0	1
1.744	2	1	175	5	1	28	2196	0	0	0
0.806	1	14	81	7	1	28	549	0	0	0
0.806	1	14	81	7	1	28	549	0	0	1
1.745	2	1	175	6	1	28	2196	0	0	0
1.746	2	1	175	7	1	28	2196	0	0	0
1.747	2	1	175	8	1	28	2196	0	0	0
1.748	2	1	175	9	1	28	2196	0	0	0
0.807	1	1	81	8	87	28	549	0	0	0
0.807	1	1	81	8	87	28	549	0	0	1
1.749	2	1	175	10	1	28	2196	0	0	0
0.808	1	11	81	9	58	28	549	0	0	0
0.808	1	11	81	9	58	28	549	0	0	1
1.75	2	1	176	1	1	28	2196	0	0	0
1.751	2	1	176	2	1	28	2196	0	0	0
1.752	2	1	176	3	1	28	2196	0	0	0
0.809	1	15	81	10	12	28	549	0	0	0
0.809	1	15	81	10	12	28	549	0	0	1
1.753	2	1	176	4	1	28	2196	0	0	0
1.754	2	1	176	5	1	28	2196	0	0	0
0.81	1	6	82	1	91	28	549	0	0	0
0.81	1	6	82	1	91	28	549	0	0	1
1.755	2	1	176	6	1	28	2196	0	0	0
0.811	1	10	82	2	63	28	549	0	0	0
1.756	2	1	176	7	1	28	2196	0	0	0
0.811	1	10	82	2	63	28	549	0	0	1
1.757	2	1	176	8	1	28	2196	0	0	0
0.812	1	5	82	3	20	28	549	0	0	0
0.812	1	5	82	3	20	28	549	0	0	1
1.758	2	1	176	9	1	28	2196	0	0	0
1.759	2	1	176	10	1	28	2196	0	0	0
1.76	2	1	177	1	1	28	2196	0	0	0
0.813	1	13	82	4	94	28	549	0	0	0
0.813	1	13	82	4	94	28	549	0	0	1
1.761	2	1	177	2	1	28	2196	0	0	0
0.814	1	3	82	5	96	28	549	0	0	0
1.762	2	1	177	3	1	28	2196	0	0	0
0.814	1	3	82	5	96	28	549	0	0	1
1.763	2	1	177	4	1	28	2196	0	0	0
0.815	1	8	82	6	71	28	549	0	0	0
1.764	2	1	177	5	1	28	2196	0	0	0
0.815	1	8	82	6	71	28	549	0	0	1
1.765	2	1	177	6	1	28	2196	0	0	0
1.766	2	1	177	7	1	28	2196	0	0	0
0.816	1	7	82	7	29	28	549	0	0	0
0.816	1	7	82	7	29	28	549	0	0	1
1.767	2	1	177	8	1	28	2196	0	0	0
1.768	2	1	177	9	1	28	2196	0	0	0
0.817	1	4	82	8	78	28	549	0	0	0
0.817	1	4	82	8	78	28	549	0	0	1
1.769	2	1	177	10	1	28	2196	0	0	0
0.818	1	9	82	9	39	28	549	0	0	0
1.77	2	1	178	1	1	28	2196	0	0	0
0.818	1	9	82	9	39	28	549	0	0	1
1.771	2	1	178	2	1	28	2196	0	0	0
1.772	2	1	178	3	1	28	2196	0	0	0
1.773	2	1	178	4	1	28	2196	0	0	0
0.819	1	12	82	10	82	28	549	0	0	0
0.819	1	12	82	10	82	28	549	0	0	1
1.774	2	1	178	5	1	28	2196	0	0	0
1.775	2	1	178	6	1	28	2196	0	0	0
0.82	1	2	83	1	50	28	549	0	0	0
0.82	1	2	83	1	50	28	549	0	0	1
1.776	2	1	178	7	1	28	2196	0	0	0
1.777	2	1	178	8	1	28	2196	0	0	0
1.778	2	1	178	9	1	28	2196	0	0	0
0.821	1	14	83	2	1	28	549	0	0	0
0.821	1	14	83	2	1	28	549	0	0	1
1.779	2	1	178	10	1	28	2196	0	0	0
0.822	1	1	83	3	87	28	549	0	0	0
1.78	2	1	179	1	1	28	2196	0	0	0
0.822	1	1	83	3	87	28	549	0	0	1
1.781	2	1	179	2	1	28	2196	0	0	0
1.782	2	1	179	3	1	28	2196	0	0	0
0.823	1	11	83	4	58	28	549	0	0	0
1.783	2	1	179	4	1	28	2196	0	0	0
0.823	1	11	83	4	58	28	549	0	0	1
1.784	2	1	179	5	1	28	2196	0	0	0
0.824	1	15	83	5	12	28	549	0	0	0
0.824	1	15	83	5	12	28	549	0	0	1
1.785	2	1	179	6	1	28	2196	0	0	0
1.786	2	1	179	7	1	28	2196	0	0	0
1.787	2	1	179	8	1	28	2196	0	0	0
0.825	1	6	83	6	91	28	549	0	0	0
0.825	1	6	83	6	91	28	549	0	0	1
1.788	2	1	179	9	1	28	2196	0	0	0
1.789	2	1	179	10	1	28	2196	0	0	0
0.826	1	10	83	7	63	28	549	0	0	0
0.826	1	10	83	7	63	28	549	0	0	1
1.79	2	1	180	1	1	28	2196	0	0	0
1.791	2	1	180	2	1	28	2196	0	0	0
1.792	2	1	180	3	1	28	2196	0	0	0
0.827	1	5	83	8	20	28	549	0	0	0
0.827	1	5	83	8	20	28	549	0	0	1
1.793	2	1	180	4	1	28	2196	0	0	0
0.828	1	13	83	9	94	28	549	0	0	0
1.794	2	1	180	5	1	28	2196	0	0	0
0.828	1	13	83	9	94	28	549	0	0	1
1.795	2	1	180	6	1	28	2196	0	0	0
1.796	2	1	180	7	1	28	2196	0	0	0
0.829	1	3	83	10	96	28	549	0	0	0
1.797	2	1	180	8	1	28	2196	0	0	0
0.829	1	3	83	10	96	28	549	0	0	1
1.798	2	1	180	9	1	28	2196	0	0	0
0.83	1	8	84	1	71	28	549	0	0	0
0.83	1	8	84	1	71	28	549	0	0	1
1.799	2	1	180	10	1	28	2196	0	0	0
1.8	2	1	181	1	1	28	2196	0	0	0
1.801	2	1	181	2	1	28	2196	0	0	0
0.831	1	7	84	2	29	28	549	0	0	0
0.831	1	7	84	2	29	28	549	0	0	1
1.802	2	1	181	3	1	28	2196	0	0	0
1.803	2	1	181	4	1	28	2196	0	0	0
0.832	1	4	84	3	78	28	549	0	0	0
0.832	1	4	84	3	78	28	549	0	0	1
1.804	2	1	181	5	1	28	2196	0	0	0
1.805	2	1	181	6	1	28	2196	0	0	0
0.833	1	9	84	4	39	28	549	0	0	0
0.833	1	9	84	4	39	28	549	0	0	1
1.806	2	1	181	7	1	28	2196	0	0	0
1.807	2	1	181	8	1	28	2196	0	0	0
0.834	1	12	84	5	82	28	549	0	0	0
0.834	1	12	84	5	82	28	549	0	0	1
1.808	2	1	181	9	1	28	2196	0	0	0
1.809	2	1	181	10	1	28	2196	0	0	0
1.81	2	1	182	1	1	28	2196	0	0	0
0.835	1	2	84	6	50	28	549	0	0	0
0.835	1	2	84	6	50	28	549	0	0	1
1.811	2	1	182	2	1	28	2196	0	0	0
1.812	2	1	182	3	1	28	2196	0	0	0
0.836	1	14	84	7	1	28	549	0	0	0
0.836	1	14	84	7	1	28	549	0	0	1
1.813	2	1	182	4	1	28	2196	0	0	0
1.814	2	1	182	5	1	28	2196	0	0	0
1.815	2	1	182	6	1	28	2196	0	0	0
0.837	1	1	84	8	87	28	549	0	0	0
0.837	1	1	84	8	87	28	549	0	0	1
1.816	2	1	182	7	1	28	2196	0	0	0
1.817	2	1	182	8	1	28	2196	0	0	0
0.838	1	11	84	9	58	28	549	0	0	0
0.838	1	11	84	9	58	28	549	0	0	1
1.818	2	1	182	9	1	28	2196	0	0	0
1.819	2	1	182	10	1	28	2196	0	0	0
1.82	2	1	183	1	1	28	2196	0	0	0
0.839	1	15	84	10	12	28	549	0	0	0
0.839	1	15	84	10	12	28	549	0	0	1
1.821	2	1	183	2	1	28	2196	0	0	0
0.84	1	6	85	1	91	28	549	0	0	0
0.84	1	6	85	1	91	28	549	0	0	1
1.822	2	1	183	3	1	28	2196	0	0	0
1.823	2	1	183	4	1	28	2196	0	0	0
1.824	2	1	183	5	1	28	2196	0	0	0
0.841	1	10	85	2	63	28	549	0	0	0
0.841	1	10	85	2	63	28	549	0	0	1
1.825	2	1	183	6	1	28	2196	0	0	0
0.842	1	5	85	3	20	28	549	0	0	0
1.826	2	1	183	7	1	28	2196	0	0	0
0.842	1	5	85	3	20	28	549	0	0	1
1.827	2	1	183	8	1	28	2196	0	0	0
1.828	2	1	183	9	1	28	2196	0	0	0
0.843	1	13	85	4	94	28	549	0	0	0
0.843	1	13	85	4	94	28	549	0	0	1
1.829	2	1	183	10	1	28	2196	0	0	0
1.83	2	1	184	1	1	28	2196	0	0	0
0.844	1	3	85	5	96	28	549	0	0	0
1.831	2	1	184	2	1	28	2196	0	0	0
0.844	1	3	85	5	96	28	549	0	0	1
1.832	2	1	184	3	1	28	2196	0	0	0
1.833	2	1	184	4	1	28	2196	0	0	0
0.845	1	8	85	6	71	28	549	0	0	0
0.845	1	8	85	6	71	28	549	0	0	1
1.834	2	1	184	5	1	28	2196	0	0	0
1.835	2	1	184	6	1	28	2196	0	0	0
0.846	1	7	85	7	29	28	549	0	0	0
0.846	1	7	85	7	29	28	549	0	0	1
1.836	2	1	184	7	1	28	2196	0	0	0
1.837	2	1	184	8	1	28	2196	0	0	0
0.847	1	4	85	8	78	28	549	0	0	0
1.838	2	1	184	9	1	28	2196	0	0	0
0.847	1	4	85	8	78	28	549	0	0	1
1.839	2	1	184	10	1	28	2196	0	0	0
0.848	1	9	85	9	39	28	549	0	0	0
1.84	2	1	185	1	1	28	2196	0	0	0
0.848	1	9	85	9	39	28	549	0	0	1
1.841	2	1	185	2	1	28	2196	0	0	0
1.842	2	1	185	3	1	28	2196	0	0	0
0.849	1	12	85	10	82	28	549	0	0	0
0.849	1	12	85	10	82	28	549	0	0	1
1.843	2	1	185	4	1	28	2196	0	0	0
1.844	2	1	185	5	1	28	2196	0	0	0
0.85	1	2	86	1	50	28	549	0	0	0
0.85	1	2	86	1	50	28	549	0	0	1
1.845	2	1	185	6	1	28	2196	0	0	0
1.846	2	1	185	7	1	28	2196	0	0	0
1.847	2	1	185	8	1	28	2196	0	0	0
0.851	1	14	86	2	1	28	549	0	0	0
0.851	1	14	86	2	1	28	549	0	0	1
1.848	2	1	185	9	1	28	2196	0	0	0
0.852	1	1	86	3	87	28	549	0	0	0
0.852	1	1	86	3	87	28	549	0	0	1
1.849	2	1	185	10	1	28	2196	0	0	0
1.85	2	1	186	1	1	28	2196	0	0	0
1.851	2	1	186	2	1	28	2196	0	0	0
0.853	1	11	86	4	58	28	549	0	0	0
0.853	1	11	86	4	58	28	549	0	0	1
1.852	2	1	186	3	1	28	2196	0	0	0
1.853	2	1	186	4	1	28	2196	0	0	0
0.854	1	15	86	5	12	28	549	0	0	0
0.854	1	15	86	5	12	28	549	0	0	1
1.854	2	1	186	5	1	28	2196	0	0	0
1.855	2	1	186	6	1	28	2196	0	0	0
0.855	1	6	86	6	91	28	549	0	0	0
1.856	2	1	186	7	1	28	2196	0	0	0
0.855	1	6	86	6	91	28	549	0	0	1
1.857	2	1	186	8	1	28	2196	0	0	0
0.856	1	10	86	7	63	28	549	0	0	0
0.856	1	10	86	7	63	28	549	0	0	1
1.858	2	1	186	9	1	28	2196	0	0	0
1.859	2	1	186	10	1	28	2196	0	0	0
1.86	2	1	187	1	1	28	2196	0	0	0
0.857	1	5	86	8	20	28	549	0	0	0
0.857	1	5	86	8	20	28	549	0	0	1
1.861	2	1	187	2	1	28	2196	0	0	0
1.862	2	1	187	3	1	28	2196	0	0	0
0.858	1	13	86	9	94	28	549	0	0	0
0.858	1	13	86	9	94	28	549	0	0	1
1.863	2	1	187	4	1	28	2196	0	0	0
1.864	2	1	187	5	1	28	2196	0	0	0
1.865	2	1	187	6	1	28	2196	0	0	0
0.859	1	3	86	10	96	28	549	0	0	0
0.859	1	3	86	10	96	28	549	0	0	1
1.866	2	1	187	7	1	28	2196	0	0	0
1.867	2	1	187	8	1	28	2196	0	0	0
0.86	1	8	87	1	71	28	549	0	0	0
0.86	1	8	87	1	71	28	549	0	0	1
1.868	2	1	187	9	1	28	2196	0	0	0
1.869	2	1	187	10	1	28	2196	0	0	0
1.87	2	1	188	1	1	28	2196	0	0	0
1.871	2	1	188	2	1	28	2196	0	0	0
0.861	1	7	87	2	29	28	549	0	0	0
0.861	1	7	87	2	29	28	549	0	0	1
1.872	2	1	188	3	1	28	2196	0	0	0
1.873	2	1	188	4	1	28	2196	0	0	0
0.862	1	4	87	3	78	28	549	0	0	0
0.862	1	4	87	3	78	28	549	0	0	1
1.874	2	1	188	5	1	28	2196	0	0	0
1.875	2	1	188	6	1	28	2196	0	0	0
1.876	2	1	188	7	1	28	2196	0	0	0
0.863	1	9	87	4	39	28	549	0	0	0
0.863	1	9	87	4	39	28	549	0	0	1
1.877	2	1	188	8	1	28	2196	0	0	0
1.878	2	1	188	9	1	28	2196	0	0	0
0.864	1	12	87	5	82	28	549	0	0	0
1.879	2	1	188	10	1	28	2196	0	0	0
0.864	1	12	87	5	82	28	549	0	0	1
1.88	2	1	189	1	1	28	2196	0	0	0
1.881	2	1	189	2	1	28	2196	0	0	0
0.865	1	2	87	6	50	28	549	0	0	0
0.865	1	2	87	6	50	28	549	0	0	1
1.882	2	1	189	3	1	28	2196	0	0	0
1.883	2	1	189	4	1	28	2196	0	0	0
0.866	1	14	87	7	1	28	549	0	0	0
0.866	1	14	87	7	1	28	549	0	0	1
1.884	2	1	189	5	1	28	2196	0	0	0
1.885	2	1	189	6	1	28	2196	0	0	0
0.867	1	1	87	8	87	28	549	0	0	0
0.867	1	1	87	8	87	28	549	0	0	1
1.886	2	1	189	7	1	28	2196	0	0	0
1.887	2	1	189	8	1	28	2196	0	0	0
0.868	1	11	87	9	58	28	549	0	0	0
0.868	1	11	87	9	58	28	549	0	0	1
1.888	2	1	189	9	1	28	2196	0	0	0
1.889	2	1	189	10	1	28	2196	0	0	0
0.869	1	15	87	10	12	28	549	0	0	0
0.869	1	15	87	10	12	28	549	0	0	1
1.89	2	1	190	1	1	28	2196	0	0	0
1.891	2	1	190	2	1	28	2196	0	0	0
0.87	1	6	88	1	91	28	549	0	0	0
0.87	1	6	88	1	91	28	549	0	0	1
1.892	2	1	190	3	1	28	2196	0	0	0
1.893	2	1	190	4	1	28	2196	0	0	0
1.894	2	1	190	5	1	28	2196	0	0	0
0.871	1	10	88	2	63	28	549	0	0	0
0.871	1	10	88	2	63	28	549	0	0	1
1.895	2	1	190	6	1	28	2196	0	0	0
1.896	2	1	190	7	1	28	2196	0	0	0
0.872	1	5	88	3	20	28	549	0	0	0
1.897	2	1	190	8	1	28	2196	0	0	0
0.872	1	5	88	3	20	28	549	0	0	1
1.898	2	1	190	9	1	28	2196	0	0	0
1.899	2	1	190	10	1	28	2196	0	0	0
1.9	2	1	191	1	1	28	2196	0	0	0
0.873	1	13	88	4	94	28	549	0	0	0
0.873	1	13	88	4	94	28	549	0	0	1
1.901	2	1	191	2	1	28	2196	0	0	0
1.902	2	1	191	3	1	28	2196	0	0	0
0.874	1	3	88	5	96	28	549	0	0	0
0.874	1	3	88	5	96	28	549	0	0	1
1.903	2	1	191	4	1	28	2196	0	0	0
1.904	2	1	191	5	1	28	2196	0	0	0
1.905	2	1	191	6	1	28	2196	0	0	0
0.875	1	8	88	6	71	28	549	0	0	0
0.875	1	8	88	6	71	28	549	0	0	1
1.906	2	1	191	7	1	28	2196	0	0	0
1.907	2	1	191	8	1	28	2196	0	0	0
0.876	1	7	88	7	29	28	549	0	0	0
0.876	1	7	88	7	29	28	549	0	0	1
1.908	2	1	191	9	1	28	2196	0	0	0
1.909	2	1	191	10	1	28	2196	0	0	0
1.91	2	1	192	1	1	28	2196	0	0	0
0.877	1	4	88	8	78	28	549	0	0	0
0.877	1	4	88	8	78	28	549	0	0	1
1.911	2	1	192	2	1	28	2196	0	0	0
1.912	2	1	192	3	1	28	2196	0	0	0
0.878	1	9	88	9	39	28	549	0	0	0
0.878	1	9	88	9	39	28	549	0	0	1
1.913	2	1	192	4	1	28	2196	0	0	0
1.914	2	1	192	5	1	28	2196	0	0	0
1.915	2	1	192	6	1	28	2196	0	0	0
0.879	1	12	88	10	82	28	549	0	0	0
0.879	1	12	88	10	82	28	549	0	0	1
1.916	2	1	192	7	1	28	2196	0	0	0
1.917	2	1	192	8	1	28	2196	0	0	0
0.88	1	2	89	1	50	28	549	0	0	0
0.88	1	2	89	1	50	28	549	0	0	1
1.918	2	1	192	9	1	28	2196	0	0	0
1.919	2	1	192	10	1	28	2196	0	0	0
1.92	2	1	193	1	1	28	2196	0	0	0
0.881	1	14	89	2	1	28	549	0	0	0
0.881	1	14	89	2	1	28	549	0	0	1
1.921	2	1	193	2	1	28	2196	0	0	0
1.922	2	1	193	3	1	28	2196	0	0	0
0.882	1	1	89	3	87	28	549	0	0	0
0.882	1	1	89	3	87	28	549	0	0	1
1.923	2	1	193	4	1	28	2196	0	0	0
1.924	2	1	193	5	1	28	2196	0	0	0
1.925	2	1	193	6	1	28	2196	0	0	0
0.883	1	11	89	4	58	28	549	0	0	0
0.883	1	11	89	4	58	28	549	0	0	1
1.926	2	1	193	7	1	28	2196	0	0	0
1.927	2	1	193	8	1	28	2196	0	0	0
0.884	1	15	89	5	12	28	549	0	0	0
0.884	1	15	89	5	12	28	549	0	0	1
1.928	2	1	193	9	1	28	2196	0	0	0
1.929	2	1	193	10	1	28	2196	0	0	0
0.885	1	6	89	6	91	28	549	0	0	0
0.885	1	6	89	6	91	28	549	0	0	1
1.93	2	1	194	1	1	28	2196	0	0	0
1.931	2	1	194	2	1	28	2196	0	0	0
0.886	1	10	89	7	63	28	549	0	0	0
0.886	1	10	89	7	63	28	549	0	0	1
1.932	2	1	194	3	1	28	2196	0	0	0
1.933	2	1	194	4	1	28	2196	0	0	0
0.887	1	5	89	8	20	28	549	0	0	0
1.934	2	1	194	5	1	28	2196	0	0	0
0.887	1	5	89	8	20	28	549	0	0	1
1.935	2	1	194	6	1	28	2196	0	0	0
0.888	1	13	89	9	94	28	549	0	0	0
0.888	1	13	89	9	94	28	549	0	0	1
1.936	2	1	194	7	1	28	2196	0	0	0
1.937	2	1	194	8	1	28	2196	0	0	0
0.889	1	3	89	10	96	28	549	0	0	0
0.889	1	3	89	10	96	28	549	0	0	1
1.938	2	1	194	9	1	28	2196	0	0	0
1.939	2	1	194	10	1	28	2196	0	0	0
0.89	1	8	90	1	71	28	549	0	0	0
0.89	1	8	90	1	71	28	549	0	0	1
1.94	2	1	195	1	1	28	2196	0	0	0
1.941	2	1	195	2	1	28	2196	0	0	0
1.942	2	1	195	3	1	28	2196	0	0	0
0.891	1	7	90	2	29	28	549	0	0	0
0.891	1	7	90	2	29	28	549	0	0	1
1.943	2	1	195	4	1	28	2196	0	0	0
1.944	2	1	195	5	1	28	2196	0	0	0
0.892	1	4	90	3	78	28	549	0	0	0
1.945	2	1	195	6	1	28	2196	0	0	0
0.892	1	4	90	3	78	28	549	0	0	1
1.946	2	1	195	7	1	28	2196	0	0	0
1.947	2	1	195	8	1	28	2196	0	0	0
1.948	2	1	195	9	1	28	2196	0	0	0
0.893	1	9	90	4	39	28	549	0	0	0
1.949	2	1	195	10	1	28	2196	0	0	0
0.893	1	9	90	4	39	28	549	0	0	1
1.95	2	1	196	1	1	28	2196	0	0	0
1.951	2	1	196	2	1	28	2196	0	0	0
0.894	1	12	90	5	82	28	549	0	0	0
0.894	1	12	90	5	82	28	549	0	0	1
1.952	2	1	196	3	1	28	2196	0	0	0
1.953	2	1	196	4	1	28	2196	0	0	0
1.954	2	1	196	5	1	28	2196	0	0	0
0.895	1	2	90	6	50	28	549	0	0	0
1.955	2	1	196	6	1	28	2196	0	0	0
0.895	1	2	90	6	50	28	549	0	0	1
1.956	2	1	196	7	1	28	2196	0	0	0
1.957	2	1	196	8	1	28	2196	0	0	0
0.896	1	14	90	7	1	28	549	0	0	0
0.896	1	14	90	7	1	28	549	0	0	1
1.958	2	1	196	9	1	28	2196	0	0	0
1.959	2	1	196	10	1	28	2196	0	0	0
1.96	2	1	197	1	1	28	2196	0	0	0
1.961	2	1	197	2	1	28	2196	0	0	0
0.897	1	1	90	8	87	28	549	0	0	0
0.897	1	1	90	8	87	28	549	0	0	1
1.962	2	1	197	3	1	28	2196	0	0	0
1.963	2	1	197	4	1	28	2196	0	0	0
0.898	1	11	90	9	58	28	549	0	0	0
0.898	1	11	90	9	58	28	549	0	0	1
1.964	2	1	197	5	1	28	2196	0	0	0
1.965	2	1	197	6	1	28	2196	0	0	0
1.966	2	1	197	7	1	28	2196	0	0	0
1.967	2	1	197	8	1	28	2196	0	0	0
0.899	1	15	90	10	12	28	549	0	0	0
0.899	1	15	90	10	12	28	549	0	0	1
1.968	2	1	197	9	1	28	2196	0	0	0
1.969	2	1	197	10	1	28	2196	0	0	0
1.97	2	1	198	1	1	28	2196	0	0	0
1.971	2	1	198	2	1	28	2196	0	0	0
1.972	2	1	198	3	1	28	2196	0	0	0
1.973	2	1	198	4	1	28	2196	0	0	0
1.974	2	1	198	5	1	28	2196	0	0	0
1.975	2	1	198	6	1	28	2196	0	0	0
1.976	2	1	198	7	1	28	2196	0	0	0
1.977	2	1	198	8	1	28	2196	0	0	0
1.978	2	1	198	9	1	28	2196	0	0	0
1.979	2	1	198	10	1	28	2196	0	0	0
1.98	2	1	199	1	1	28	2196	0	0	0
1.981	2	1	199	2	1	28	2196	0	0	0
1.982	2	1	199	3	1	28	2196	0	0	0
1.983	2	1	199	4	1	28	2196	0	0	0
1.984	2	1	199	5	1	28	2196	0	0	0
1.985	2	1	199	6	1	28	2196	0	0	0
1.986	2	1	199	7	1	28	2196	0	0	0
1.987	2	1	199	8	1	28	2196	0	0	0
1.988	2	1	199	9	1	28	2196	0	0	0
1.989	2	1	199	10	1	28	2196	0	0	0
1.99	2	1	200	1	1	28	2196	0	0	0
1.991	2	1	200	2	1	28	2196	0	0	0
1.992	2	1	200	3	1	28	2196	0	0	0
1.993	2	1	200	4	1	28	2196	0	0	0
1.994	2	1	200	5	1	28	2196	0	0	0
1.995	2	1	200	6	1	28	2196	0	0	0
1.996	2	1	200	7	1	28	2196	0	0	0
1.997	2	1	200	8	1	28	2196	0	0	0
1.998	2	1	200	9	1	28	2196	0	0	0
1.999	2	1	200	10	1	28	2196	0	0	0
